prenom,nom,titre_livre,nbpages,isbn,publisher_name
Ray,Bradbury,Quicker Than the Eye,262,0-380-97380-4,Avon (publisher)
Ray,Bradbury,The Small Assassin,144,NA,Ace Books
Ray,Bradbury,The Stories of Ray Bradbury,912,0-394-51335-5,Alfred A. Knopf
Ray,Bradbury,One More for the Road,289,0-06-621106-9,William Morrow and Company
Ray,Bradbury,I Sing the Body Electric (short story collection),305,ISBN 0-394-42985-0 (reprint),Alfred A. Knopf
Ray,Bradbury,The Machineries of Joy,255,NA,Simon & Schuster
Ray,Bradbury,The Halloween Tree,160,0-375-80301-7,Alfred A. Knopf
Ray,Bradbury,The Vintage Bradbury,329,ISBN 0-394-70294-8 (paperback reprint),Vintage Books
Ray,Bradbury,Death Is a Lonely Business,278,"ISBN 0-394-54702-0 (first edition, hardback)",Alfred A. Knopf
Ray,Bradbury,Dandelion Wine,281,ISBN 0-553-27753-7 (reprint),Doubleday (publisher)
Ray,Bradbury,Let's All Kill Constance,210,0-06-051584-8,William Morrow and Company
Ray,Bradbury,Long After Midnight,271,0-394-47942-4,Alfred A. Knopf
Ray,Bradbury,From the Dust Returned,205,0-380-97382-0,William Morrow and Company
Ray,Bradbury,"Green Shadows, White Whale",271,0-394-57878-3,Alfred A. Knopf
Ray,Bradbury,A Medicine for Melancholy,240,ISBN 0-380-73086-3 (paperback reprint),Doubleday (publisher)
Ray,Bradbury,Twice 22,406,NA,Doubleday (publisher)
Ray,Bradbury,The Illustrated Man,256,0-553-23096-4,Doubleday (publisher)
Ray,Bradbury,A Memory of Murder,192,ISBN 0-440-15559-2,Dell Publishing
Ray,Bradbury,The October Country,306,ISBN 0-345-40785-7 (paperback reprint),Ballantine Books
Ray,Bradbury,R Is for Rocket,233,NA,Doubleday (publisher)
Ray,Bradbury,The Mummies of Guanajuato,96,0-8109-1325-9,Abrams Books
Ray,Bradbury,Classic Stories 1,342,0-553-28637-4,Bantam Books
Ray,Bradbury,Classic Stories 2,341,0-553-28638-2,Bantam Books
Ray,Bradbury,Dinosaur Tales,144,0-553-01484-6,Bantam Books
Ray,Bradbury,Timeless Stories for Today and Tomorrow,306,NA,Bantam Books
Ray,Bradbury,Driving Blind,261,0-380-97381-2,Avon (publisher)
Ray,Bradbury,Bradbury Stories: 100 of His Most Celebrated Tales,893,ISBN 0-06-054242-X,William Morrow and Company
Ray,Bradbury,Farewell Summer,224,0-06-113154-7,William Morrow and Company
Marion Zimmer,Bradley,Hawkmistress!,336,0-87997-762-0,DAW Books
Marion Zimmer,Bradley,Stormqueen!,364,0-87997-381-1,DAW Books
Marion Zimmer,Bradley,Two to Conquer,335,0-87997-540-7,DAW Books
Marion Zimmer,Bradley,A Flame in Hali,466,0-7564-0218-2,DAW Books
Marion Zimmer,Bradley,Towers of Darkover,336,0-88677-553-1,DAW Books
Marion Zimmer,Bradley,The Firebrand,608,"ISBN 0-671-64177-8 (first edition, hardcover)",Simon & Schuster
Marion Zimmer,Bradley,The Fall of Neskaya,431,0-7564-0034-1,DAW Books
Marion Zimmer,Bradley,Exile's Song,435,0886773954,DAW Books
Marion Zimmer,Bradley,Red Sun of Darkover,287,0-88677-230-3,DAW Books
Marion Zimmer,Bradley,The Shattered Chain,287,NA,DAW Books
Marion Zimmer,Bradley,Ancestors of Avalon,363,ISBN 0-670-03314-6,Penguin Books
Marion Zimmer,Bradley,Lady of Avalon,464,0-670-85783-1,Viking Press
Marion Zimmer,Bradley,Priestess of Avalon,382,0-00-224709-7,HarperCollins
Marion Zimmer,Bradley,The Forest House,432,0-670-84454-3,Viking Press
Marion Zimmer,Bradley,The Mists of Avalon,876,0-394-52406-3,Alfred A. Knopf
Marion Zimmer,Bradley,The Bloody Sun,191,978-0-441-06854-8,Ace Books
Marion Zimmer,Bradley,Sharra's Exile,365,0-87997-659-4,DAW Books
Marion Zimmer,Bradley,The Other Side of the Mirror (anthology),303,0-88677-185-4,DAW Books
Marion Zimmer,Bradley,The Heritage of Hastur,381,0-87997-189-4,DAW Books
Marion Zimmer,Bradley,Rediscovery,307,0-88677-561-2,DAW Books
Marion Zimmer,Bradley,Four Moons of Darkover,284,0-88677-305-9,DAW Books
Marion Zimmer,Bradley,Leroni of Darkover,334,0-88677-494-2,DAW Books
Marion Zimmer,Bradley,Marion Zimmer Bradley's Darkover,335,0-88677-593-0,DAW Books
Marion Zimmer,Bradley,Renunciates of Darkover,317,0-88677-469-1,DAW Books
Marion Zimmer,Bradley,City of Sorcery,423,0-87997-962-3,DAW Books
Marion Zimmer,Bradley,Domains of Darkover,254,0-88677-407-1,DAW Books
Marion Zimmer,Bradley,Free Amazons of Darkover,304,0-87997-722-1,DAW Books
Marion Zimmer,Bradley,Snows of Darkover,336,0-88677-601-5,DAW Books
Marion Zimmer,Bradley,Sword of Chaos,240,0-87997-722-1,DAW Books
Marion Zimmer,Bradley,The Forbidden Tower,364,0-87997-323-4,DAW Books
Marion Zimmer,Bradley,The Keeper's Price,207,0-87997-517-2,DAW Books
Marion Zimmer,Bradley,Thendara House,414,0-87997-857-0,DAW Books
Marion Zimmer,Bradley,The Heirs of Hammerfell,300,0886773954,DAW Books
Marion Zimmer,Bradley,The Planet Savers,91,1463799780,Ace Books
Jerilyn,Brandelius,The Grateful Dead Family Album,249,9780446515214,Warner Bros.
Gary,Brandner,Quintana Roo (novel),251,ISBN 978-0-449-12385-0 (1984 issue),Hamlyn (publishers)
Gary,Brandner,The Howling III: Echoes,254,ISBN 0-09-940730-2,Hamlyn (publishers)
Gary,Brandner,Walkers (novel),222,ISBN 0-449-14319-8 (1980 issue),Fawcett Publications
Richard,Brautigan,Dreaming of Babylon: A Private Eye Novel 1942,220,ISBN 0-440-02146-4 (hardback edition),Dell Publishing
Richard,Brautigan,So the Wind Won't Blow It All Away,131,0-440-08195-5,Dell Publishing
Richard,Brautigan,Sombrero Fallout: A Japanese Novel,187,0-671-22331-3,Simon & Schuster
Richard,Brautigan,Revenge of the Lawn,174,0-671-20960-4,Simon & Schuster
Richard,Brautigan,The Abortion: An Historical Romance 1966,226,ISBN 978-0-671-20872-1) (hardcover),Simon & Schuster
Richard,Brautigan,The Tokyo-Montana Express,258,0-440-08770-8,Dell Publishing
Richard,Brautigan,Loading Mercury with a Pitchfork,127,0-671-22263-5,Simon & Schuster
Richard,Brautigan,The Hawkline Monster: A Gothic Western,216,ISBN 0-671-21809-3 (hardback edition),Simon & Schuster
Richard,Brautigan,Willard and His Bowling Trophies: A Perverse Mystery,167,0-671-22065-9,Simon & Schuster
Richard,Brautigan,Rommel Drives on Deep into Egypt,85,0-385-28863-8,Dell Publishing
Michael,Breault,Ruins of Adventure,96,978-0-88038-588-6,TSR (company)
Chrisann,Brennan,The Bite in the Apple,320,9781250038760,St. Martin's Press
Jimmy,Breslin,The Gang That Couldn't Shoot Straight,249,0-09-102080-8,Viking Press
David,Brin,The Postman,294,0-553-05107-5,Bantam Books
David,Brin,The Transparent Society,384,"ISBN 0-7382-0144-8, ISBN 0-201-32802-X",Perseus Books Group
David,Brin,Kiln People,460,0-7653-0355-8,Tor Books
David,Brin,Earth (Brin novel),601,0-553-07064-9,Bantam Books
David,Brin,Brightness Reef,518,0-553-10034-3,Bantam Books
David,Brin,Startide Rising,462,"ISBN 0-553-23495-1 (first edition, paperback)",Bantam Books
David,Brin,The Uplift War,506,0-932096-44-1,Bantam Spectra
David,Brin,Heaven's Reach,464,0-553-10174-9,Bantam Spectra
David,Brin,Foundation's Triumph,400,978-0-06-105639-0,Harper Prism
Douglas,Brinkley,The Reagan Diaries,784,0-06-087600-X,HarperCollins
Kevin,Brockmeier,The Brief History of the Dead,252,"ISBN 0-375-42369-9 (first edition, hardback)",Pantheon Books
Kevin,Brockmeier,The View from the Seventh Layer,288,978-0375425301,Pantheon Books
Fawn,Brodie,No Man Knows My History,576,978-0-679-73054-5,Alfred A. Knopf
Michael,Brodsky,We Can Report Them,340,978-1-56858-144-6,Four Walls Eight Windows
Terry,Brooks,Wards of Faerie,384,ISBN 0345523474,Del Rey Books
Terry,Brooks,Dark Wraith of Shannara,208,978-0-345-49462-7,Del Rey Books
Terry,Brooks,A Knight of the Word,352,978-0-345-37963-4,Del Rey Books
Terry,Brooks,Angel Fire East,352,ISBN 0-345-37964-0,Del Rey Books
Terry,Brooks,Antrax,375,0-345-39766-5,Del Rey Books
Terry,Brooks,Armageddon's Children,384,ISBN 0-345-48408-8,Del Rey Books
Terry,Brooks,Ilse Witch,464,0-345-39654-5,Del Rey Books
Terry,Brooks,Jarka Ruus,416,0-345-43573-7,Del Rey Books
Terry,Brooks,Morgawr,401,0-345-43572-9,Del Rey Books
Terry,Brooks,Running with the Demon,420,0-345-37962-4,Del Rey Books
Terry,Brooks,Straken,384,0-345-45112-0,Del Rey Books
Terry,Brooks,Tanequil,368,0-345-43574-5,Del Rey Books
Terry,Brooks,The Black Unicorn,320,0-345-33528-7,Del Rey Books
Terry,Brooks,The Scions of Shannara,419,0-345-37074-0,Del Rey Books
Terry,Brooks,The Tangle Box,368,0-345-38700-7,Del Rey Books
Terry,Brooks,The Wishsong of Shannara,467,ISBN 0-345-31823-4,Del Rey Books
Terry,Brooks,Witches' Brew (novel),352,0-345-38702-3,Del Rey Books
Terry,Brooks,Wizard at Large,320,0-345-36227-6,Del Rey Books
Terry,Brooks,Magic Kingdom for Sale — SOLD!,384,ISBN 0-345-31758-0 (Mass market paperback),Del Rey Books
Terry,Brooks,Bloodfire Quest,368,ISBN 9780345523501,Del Rey Books
Walter R.,Brooks,The Collected Poems of Freddy the Pig,81,1-58567-136-3 (2001),Alfred A. Knopf
Daniel James,Brown,The Boys in the Boat,404,ISBN 978-0670025817,Penguin Books
Fredric,Brown,Science Fiction Carnival,315,NA,Shasta Publishers
Fredric,Brown,Honeymoon in Hell,170,NA,Bantam Books
Fredric,Brown,What Mad Universe,255,NA,E. P. Dutton
Fredric,Brown,Rogue in Space,189,NA,E. P. Dutton
Fredric,Brown,Nightmares and Geezenstacks,137,NA,Bantam Books
Jennifer,Brown,Hate List,408,978-0316041454,"Little, Brown and Company"
Marc,Brown,Arthur's Teacher Trouble,30,978-0-87113-091-4,"Grove/Atlantic, Inc."
Margaret Wise,Brown,Goodnight Moon,32,0-06-443017-0,Harper (publisher)
Margaret Wise,Brown,The Runaway Bunny,48,978-0-06-077582-7,Harper (publisher)
Margaret Wise,Brown,Scuppers The Sailor Dog,24,978-0-307-00143-6,Western Publishing
Margaret Wise,Brown,The Color Kittens,24,0-307-10234-3,Little Golden Books
Margaret Wise,Brown,Little Fur Family,32,978-0-06-051898-1,Harper (publisher)
Margaret Wise,Brown,The Important Book,24,978-0064432276,Harper (publisher)
S.G.,Browne,Breathers: A Zombie's Lament,320,978-0-7679-3061-1,Broadway Books
William McGuire,Bryson,A Walk in the Woods (book),274,0-7679-0251-3,Broadway Books
William McGuire,Bryson,Bill Bryson's African Diary,63,0-7679-1506-2,Doubleday (publisher)
William McGuire,Bryson,Notes from a Big Country,448,978-0-552-99786-7,Transworld Publishers
William McGuire,Bryson,Down Under (book),319,0-552-99703-X,Doubleday (publisher)
William McGuire,Bryson,"One Summer: America, 1927",528,978-0767919401,Doubleday (publisher)
William McGuire,Bryson,Shakespeare: The World as Stage,199,978-0-06-074022-1,HarperCollins
Pearl S.,Buck,Letter from Peking,252,NA,John Day Company
Pearl S.,Buck,Dragon Seed (novel),384,978-1559210331,John Day Company
Pearl S.,Buck,East Wind: West Wind,277,n/a,John Day Company
Rinker,Buck,The Oregon Trail: A New American Journey,464,9781451659160 (hardcover) 9781442386228 (audio book) 9781451659184 (Ebook),Simon & Schuster
Michael,Buckley,The Unusual Suspects (novel),290,0-8109-5926-7,Abrams Books
Michael,Buckley,The Problem Child,304,0-8109-4914-8,Abrams Books
Michael,Buckley,The Fairy-tale Detectives,284,0-8109-5925-9,Abrams Books
Michael,Buckley,The Everafter War,360,0-8109-8355-9,Abrams Books
Mark,Budz,Clade (novel),384,ISBN 0-553-58658-0 (paperback edition),Bantam Spectra
Mark,Budz,Tales from Jabba's Palace,464,ISBN 0-553-56815-9,Bantam Spectra
Paul,Buhle,A People's History of American Empire,288,1-84529-831-4,Henry Holt and Company
Lois McMaster,Bujold,Memory (Bujold novel),462,978-0-671-87743-9,Baen Books
Lois McMaster,Bujold,The Spirit Ring,367,ISBN 0-671-72142-9 (0-671-72188-7 pb),Baen Books
Lois McMaster,Bujold,Cryoburn,345,978-1-4391-3394-1,Baen Books
Lois McMaster,Bujold,Barrayar,386,978-0-671-72083-4,Baen Books
Lois McMaster,Bujold,Shards of Honor,320,978-0-671-72087-2,Baen Books
Lois McMaster,Bujold,Diplomatic Immunity (novel),320,0-7434-3533-8,Baen Books
Lois McMaster,Bujold,The Hallowed Hunt,480,0-06-057462-3,HarperCollins
Lois McMaster,Bujold,Captain Vorpatril's Alliance,422,978-1-4516-3845-5 (hardcover),Baen Books
Lois McMaster,Bujold,Falling Free,307,0-671-65398-9,Baen Books
Lois McMaster,Bujold,The Vor Game,345,978-0-671-72014-8,Baen Books
Lois McMaster,Bujold,Horizon (novel),453,978-0-06-137536-1,HarperCollins
Lois McMaster,Bujold,Legacy (Bujold novel),377,ISBN 0-06-113905-X,HarperCollins
Lois McMaster,Bujold,Beguilement,355,0-06-113758-8,HarperCollins
Lois McMaster,Bujold,Ethan of Athos,237,ISBN 0-671-65604-X,Baen Books
Lois McMaster,Bujold,Passage (Bujold novel),437,978-0-06-137533-0,HarperCollins
Lois McMaster,Bujold,Cetaganda,302,0-671-87701-1,Baen Books
Lois McMaster,Bujold,Mirror Dance,392,978-0-671-72210-4,Baen Books
Arthur J.,Burks,Black Medicine,308,NA,Arkham House
Bryan,Burrough,The Big Rich,556,0-14-311682-7,Penguin Books
Bryan,Burrough,Barbarians at the Gate: The Fall of RJR Nabisco,592,0-06-016172-8,Harper (publisher)
Augusten,Burroughs,Magical Thinking (book),288,0-312-31594-5,St. Martin's Press
Augusten,Burroughs,Possible Side Effects,304,0-312-31596-1,St. Martin's Press
Augusten,Burroughs,Running with Scissors (memoir),302,ISBN 0-312-42227-X,Picador (imprint)
Augusten,Burroughs,Sellevision,241,0-312-26772-X,St. Martin's Press
Augusten,Burroughs,A Wolf at the Table,256,ISBN 0-312-34202-0,St. Martin's Press
Edgar Rice,Burroughs,Tarzan and the Forbidden City,315,NA,"Edgar Rice Burroughs, Inc."
Edgar Rice,Burroughs,Jungle Girl (novel),318,NA,"Edgar Rice Burroughs, Inc."
Edgar Rice,Burroughs,"Tarzan, Lord of the Jungle (novel)",377,NA,A. C. McClurg
Edgar Rice,Burroughs,Tanar of Pellucidar,312,NA,Henry Holt and Company
Edgar Rice,Burroughs,The People That Time Forgot (novel),124,NA,Ace Books
Edgar Rice,Burroughs,Back to the Stone Age,318,NA,"Edgar Rice Burroughs, Inc."
Edgar Rice,Burroughs,"Thuvia, Maid of Mars",256,ISBN N/A,A. C. McClurg
Edgar Rice,Burroughs,I Am a Barbarian,287,NA,"Edgar Rice Burroughs, Inc."
Edgar Rice,Burroughs,Tarzan the Magnificent (novel),318,NA,"Edgar Rice Burroughs, Inc."
Edgar Rice,Burroughs,Tarzan and the Ant Men,346,NA,A. C. McClurg
Edgar Rice,Burroughs,Tarzan the Untamed,428,NA,A. C. McClurg
Edgar Rice,Burroughs,The Outlaw of Torn,298,NA,McClurg
Edgar Rice,Burroughs,At the Earth's Core (novel),277,NA,A. C. McClurg
Edgar Rice,Burroughs,A Fighting Man of Mars,319,NA,Henry Holt and Company
Edgar Rice,Burroughs,Tarzan and the Castaways,229,NA,Canaveral Press
Edgar Rice,Burroughs,The Cave Girl,323,NA,A. C. McClurg
Edgar Rice,Burroughs,The Moon Maid,412,NA,A. C. McClurg
Edgar Rice,Burroughs,The Mad King,296,NA,A. C. McClurg
Edgar Rice,Burroughs,A Princess of Mars,326,NA,A. C. McClurg
Edgar Rice,Burroughs,The Oakdale Affair,152,NA,Ace Books
Edgar Rice,Burroughs,The Monster Men,304,NA,A. C. McClurg
Edgar Rice,Burroughs,Tarzan at the Earth's Core,301,NA,Henry Holt and Company
Edgar Rice,Burroughs,The Land That Time Forgot (novel),122,NA,A. C. McClurg
Edgar Rice,Burroughs,The Master Mind of Mars,312,NA,A. C. McClurg
Edgar Rice,Burroughs,Tarzan and the Golden Lion,333,NA,A. C. McClurg
Edgar Rice,Burroughs,The Warlord of Mars,296,NA,A. C. McClurg
Edgar Rice,Burroughs,The Chessmen of Mars,375,NA,A. C. McClurg
Edgar Rice,Burroughs,Tarzan and the Tarzan Twins,192,NA,Canaveral Press
Edgar Rice,Burroughs,Tarzan and the Madman,236,NA,Canaveral Press
Edgar Rice,Burroughs,Out of Time's Abyss,125,NA,Ace Books
Edgar Rice,Burroughs,Swords of Mars,315,NA,"Edgar Rice Burroughs, Inc."
Edgar Rice,Burroughs,Tarzan's Quest,318,NA,"Edgar Rice Burroughs, Inc."
Edgar Rice,Burroughs,Tarzan Triumphant,318,NA,"Edgar Rice Burroughs, Inc."
Edgar Rice,Burroughs,Tarzan and the City of Gold,316,NA,"Edgar Rice Burroughs, Inc."
Edgar Rice,Burroughs,Tarzan and the Foreign Legion,314,NA,"Edgar Rice Burroughs, Inc."
Edgar Rice,Burroughs,Tarzan and the Leopard Men,332,NA,"Edgar Rice Burroughs, Inc."
Edgar Rice,Burroughs,Tarzan and the Lion Man,318,NA,"Edgar Rice Burroughs, Inc."
Edgar Rice,Burroughs,Tarzan the Invincible,318,NA,"Edgar Rice Burroughs, Inc."
Edgar Rice,Burroughs,Jungle Tales of Tarzan,319,NA,A. C. McClurg
Edgar Rice,Burroughs,Tarzan and the Jewels of Opar,350,NA,A. C. McClurg
Edgar Rice,Burroughs,Tarzan the Terrible,408,NA,A. C. McClurg
Edgar Rice,Burroughs,The Beasts of Tarzan,336,NA,A. C. McClurg
Edgar Rice,Burroughs,The Son of Tarzan,394,NA,A. C. McClurg
Edgar Rice,Burroughs,The Rider,154,NA,Ace Books
Edgar Rice,Burroughs,Tarzan and the Lost Empire,313,NA,Henry Holt and Company
Edgar Rice,Burroughs,The Bandit of Hell's Bend,414,NA,A. C. McClurg
Edgar Rice,Burroughs,Beyond Thirty,57,NA,Fantasy Press
Edgar Rice,Burroughs,The Lad and the Lion,317,NA,"Edgar Rice Burroughs, Inc."
William Seward II,Burroughs,The Adding Machine: Collected Essays,216,0714540730,John Calder
William Seward II,Burroughs,Junkie (novel),166,ISBN 0-14-200316-6 (reprint),Ace Books
William Seward II,Burroughs,Interzone (book),194,0-670-81347-8,Viking Press
William Seward II,Burroughs,The Yage Letters,68,NA,City Lights Bookstore
William Seward II,Burroughs,My Education: A Book of Dreams,193,0-670-81350-8,Viking Press
William Seward II,Burroughs,The Western Lands,258,0-670-81352-4,Viking Press
William Seward II,Burroughs,The Place of Dead Roads,306,0-03-070416-2,Viking Press
William Seward II,Burroughs,The Wild Boys (novel),184,0-394-47586-0,Grove Press
Candace,Bushnell,Summer and the City,416,ISBN 0-06-172893-4,HarperCollins
Candace,Bushnell,Lipstick Jungle (novel),368,978-0-7868-6819-3,Disney Publishing Worldwide
Jim,Butcher,White Night (The Dresden Files),416,0-451-46155-X,Roc Books
Jim,Butcher,Spider-Man: The Darkest Hours,304,ISBN 1-4165-9476-0,Simon & Schuster
Jim,Butcher,Mean Streets (anthology),368,ISBN 0-451-46249-1,Roc Books
Jim,Butcher,Furies of Calderon,440,0-441-01199-3,Ace Books
Jim,Butcher,Academ's Fury,480,ISBN 0-441-01283-3,Ace Books
Jim,Butcher,Captain's Fury,464,0-441-01527-1,Ace Books
Jim,Butcher,Cold Days,528,978-0-451-46440-8,Roc Books
Jim,Butcher,Grave Peril (The Dresden Files),378,"ISBN 0-451-45844-3 (first edition, paperback)",Penguin Group
Jim,Butcher,Cursor's Fury,448,0-441-01434-8,Ace Books
Jim,Butcher,Blood Rites (The Dresden Files),372,0-451-45987-3,Roc Books
Jim,Butcher,Dead Beat (The Dresden Files),396,0-451-46027-8,Roc Books
Jim,Butcher,Proven Guilty (The Dresden Files),406,0-451-46085-5,Roc Books
Jim,Butcher,Turn Coat,432,0-451-46256-4,Roc Books
Jim,Butcher,Fool Moon (The Dresden Files),352,"ISBN 0-451-45812-5 (first edition, paperback)",Penguin Group
Jim,Butcher,Death Masks,374,"ISBN 0-451-45940-7 (first edition, paperback) (Future Hardcover 0-451-46294-7)",New American Library
Jim,Butcher,Summer Knight,371,"ISBN 0-451-45892-3 (first edition, paperback) (Future Hardcover 0-4514-6275-0)",Penguin Group
Jim,Butcher,Changes (The Dresden Files),432,0-451-46317-X,Roc Books
Jim,Butcher,Storm Front (The Dresden Files),322,"ISBN 0-451-45781-1 (first edition, paperback)",Penguin Group
Jim,Butcher,Ghost Story (The Dresden Files),432,0-451-46379-X,Roc Books
Jim,Butcher,Princeps' Fury,464,0-441-01638-3,Ace Books
Octavia Estelle,Butler,Survivor (Octavia Butler novel),185,0-385-13385-5,Doubleday (publisher)
Octavia Estelle,Butler,Parable of the Sower (novel),299,"ISBN 0-941423-99-9 (first edition, hardback)",Four Walls Eight Windows
Octavia Estelle,Butler,Parable of the Talents (novel),365,"ISBN 1-888363-81-9 (first edition, hardback)",Seven Stories Press
Octavia Estelle,Butler,Kindred (novel),264,0-385-15059-8,Doubleday (publisher)
Octavia Estelle,Butler,Wild Seed (novel),248,0-385-15160-8,Doubleday (publisher)
Octavia Estelle,Butler,Fledgling (novel),352,ISBN 1-58322-690-7 (hardcover first edition),Seven Stories Press
